Date,Location,Team,Opponent,Singles,Doubles,Triples,Home Runs,Total Bases
2023-04-21,Wrigley Field,Los Angeles Dodgers,Chicago Cubs,1,0,0,0,1
2023-04-21,PNC Park,Pittsburgh Pirates,Cincinnati Reds,4,2,0,0,8
2023-04-21,PNC Park,Cincinnati Reds,Pittsburgh Pirates,5,0,0,0,5
2023-04-21,Tropicana Field,Tampa Bay Rays,Chicago White Sox,6,1,0,3,20
2023-04-21,Tropicana Field,Chicago White Sox,Tampa Bay Rays,6,3,0,1,16
2023-04-21,Oriole Park at Camden Yards,Baltimore Orioles,Detroit Tigers,4,2,0,1,12
2023-04-21,Oriole Park at Camden Yards,Detroit Tigers,Baltimore Orioles,5,0,0,0,5
2023-04-21,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,7,1,0,1,13
2023-04-21,Citizens Bank Park,Colorado Rockies,Philadelphia Phillies,3,0,0,1,7
2023-04-21,Yankee Stadium,New York Yankees,Toronto Blue Jays,4,0,0,1,8
2023-04-21,Yankee Stadium,Toronto Blue Jays,New York Yankees,4,2,0,2,16
2023-04-21,Truist Park,Atlanta Braves,Houston Astros,3,4,0,0,11
2023-04-21,Truist Park,Houston Astros,Atlanta Braves,7,3,0,1,17
2023-04-21,Globe Life Field,Texas Rangers,Oakland Athletics,6,0,0,1,10
2023-04-21,Globe Life Field,Oakland Athletics,Texas Rangers,6,0,0,2,14
2023-04-21,Target Field,Minnesota Twins,Washington Nationals,3,2,0,1,11
2023-04-21,Target Field,Washington Nationals,Minnesota Twins,4,1,0,1,10
2023-04-21,American Family Field,Milwaukee Brewers,Boston Red Sox,5,2,0,1,13
2023-04-21,American Family Field,Boston Red Sox,Milwaukee Brewers,4,3,0,1,14
2023-04-21,Angel Stadium,Los Angeles Angels,Kansas City Royals,5,0,0,1,9
2023-04-21,Angel Stadium,Kansas City Royals,Los Angeles Angels,3,0,0,0,3
2023-04-21,Chase Field,Arizona Diamondbacks,San Diego Padres,9,3,0,0,15
2023-04-21,Chase Field,San Diego Padres,Arizona Diamondbacks,1,1,0,0,3
2023-04-21,T-Mobile Park,Seattle Mariners,St. Louis Cardinals,3,2,0,1,11
2023-04-21,T-Mobile Park,St. Louis Cardinals,Seattle Mariners,2,1,0,0,4
